station,temperature,dew_point,pressure,wind_dir,wind_speed,visibility,rain
SBFL,15,7,1022,VRB,2,9999,0
SBFL,13,7,1021,190,7,,0
SBFL,11,7,1020,030,2,,0
SBFL,12,7,1020,210,5,,0
SBFL,13,7,1020,190,4,,0
SBFL,14,7,1020,170,3,9999,0
SBFL,14,7,1020,180,4,,0
SBFL,14,8,1021,220,4,,0
SBFL,14,7,1021,200,11,,0
SBFL,14,7,1020,200,4,,0
SBFL,14,8,1020,220,6,,0
SBFL,14,8,1020,200,8,,0
SBFL,14,8,1020,200,8,,0
SBFL,14,9,1019,210,5,,0
SBFL,14,9,1019,200,5,,0
SBFL,15,10,1018,190,5,,0
SBFL,17,10,1018,VRB,1,9999,0
SBFL,16,10,1017,290,3,9999,0
SBFL,15,11,1017,VRB,2,9999,1
SBFL,15,11,1017,270,5,9999,1
SBFL,15,10,1018,300,4,9999,1
SBFL,15,10,1018,260,4,9999,1
SBFL,15,7,1018,300,5,9999,0
SBFL,14,6,1018,VRB,2,9999,0
SBFL,13,11,1018,300,4,9999,0
SBFL,12,9,1017,320,3,9999,0
SBFL,9,8,1016,300,6,9999,0
SBFL,8,8,1016,000,0,,0
SBFL,7,7,1015,090,3,,0
SBFL,9,9,1016,330,1,,0
SBFL,10,9,1016,280,2,9999,0
SBFL,11,9,1017,230,5,9999,0
SBFL,12,9,1017,210,6,9999,0
SBFL,12,10,1017,000,0,9999,0
SBFL,13,10,1017,VRB,2,9999,0
SBFL,13,10,1016,170,2,9999,0
SBFL,13,11,1016,190,4,9999,0
SBFL,13,11,1016,190,4,9999,0
SBFL,14,11,1016,160,6,9999,0
SBFL,14,11,1016,160,8,9999,0
SBFL,14,11,1015,170,7,9999,0
SBFL,14,12,1015,170,8,9999,1
SBFL,14,12,1014,170,12,9999,1
SBFL,14,12,1014,170,12,9999,1
SBFL,14,12,1014,170,10,4500,1
SBFL,14,12,1014,180,13,4500,1
SBFL,14,12,1015,180,10,4500,1
